year,month,day,duty cycle [day],tds_fit [/day],svm_fit [/day],cnn_fit [/day]
2020,8,11,0.06164432364269596,84.81657013250924,126.84063509553044,115.53857263352924
2020,8,12,0.062108021482923215,83.94295809834352,126.25245114289119,114.95561049491846
2020,8,13,0.06222376509358837,83.11881519287556,125.6975736770139,114.40565915278599
2020,8,14,0.06223533945465488,82.34017836214078,125.17333445999182,113.88607405746419
2020,8,15,0.06205014967759064,81.60308455217464,124.67706525391816,113.39421065928539
2020,8,16,0.06215431892718928,80.90357070901264,124.20609782088613,112.927424408582
2020,8,17,0.06221219073252185,80.2376737786902,123.75776392298894,112.48307075568636
2020,8,18,0.06177164161442763,79.60143070724277,123.32939532231978,112.05850515093081
2020,8,19,0.06221219073252185,78.99342273917523,122.92003680170868,111.65278085742844
2020,8,20,0.06207329839972367,78.4196889867124,122.5337543638661,111.26992778049215
2020,8,21,0.06209500032672339,77.8786849867086,122.16950815539921,110.90891529840061
2020,8,22,0.06222376509358837,77.36896376953283,121.82632396317496,110.56877784694728
2020,8,23,0.062177467649322304,76.88917098581825,121.50328993326656,110.24861166751572
2020,8,24,0.06218904201038882,76.4380378023794,121.1995517879293,109.94757006651837
2020,8,25,0.061760790650927766,76.01437542863974,120.91430914036354,109.66485976287647
2020,8,26,0.0613209649304002,75.61707069683774,120.64681251896369,109.39973793868748
2020,8,27,nan,75.24508114315326,120.39636005554769,109.15150895685588
2020,8,28,nan,74.89743059052003,120.162294511361,108.91952141349995
2020,8,29,nan,74.57320495379189,119.9440004527863,108.70316533873503
2020,8,30,nan,74.2715467836928,119.74090057790389,108.50186855584636
2020,8,31,nan,73.99165700384393,119.55245688599429,108.31509784040881
2020,9,1,0.03681804255258803,73.73278736553956,119.37816559750308,108.14235388535164
